Series,EpisodeNumber,EpisodeTitle,AirDate,TaskNumber,Description,IsLive,IsTeam,IsPrize,Contestant1,Contestant2,Contestant3,Contestant4,Contestant5
12,8,A couple of Ethels,11 November 2021,5,"Pop up before the object, but only just. You are only allowed to pop up once. Closest to the pop before the pop wins the round. If you pop up after the object, you get no points that round.",TRUE,FALSE,FALSE,3,2,4,5,3
12,9,Nothing matters,18 November 2021,1,40 things that are all the same and can all fit on a towel and are the best.,FALSE,FALSE,TRUE,5,4,3,1,2
12,9,Nothing matters,18 November 2021,2,"Have the longest telephone conversation without the other person knowing you are trying to have a long telephone conversation. During the call, you must not mention television or Taskmaster. Every minute, you must reveal and carry out an action from the board. If the person you call says any of the key words, you must hang up immediately. You must call someone within two minutes from now.",FALSE,FALSE,FALSE,1,5,3,2,4
12,9,Nothing matters,18 November 2021,3,Strike the soldier with your throwing paint. The soldier will say your name every five seconds. You may not remove or tamper with your helmet. Fastest wins.,FALSE,FALSE,FALSE,1,4,3,5,2
12,9,Nothing matters,18 November 2021,4,Get goosebumps. Your goosebumps must be revealed in the lab. Fastest wins.,FALSE,FALSE,FALSE,4,3,0,5,0
12,9,Nothing matters,18 November 2021,5,"Team Live:Get the highest score by sliding your ducks. Each team will slide a pair of ducks three times. The duck slider must smirk at the Taskmaster whilst sliding their ducks. The winning team will receive five points per person, the losing team will get zero.",FALSE,FALSE,FALSE,0,5,5,5,0
12,10,Caring Uncle Minpict,25 November 2021,1,Most magnificent floppy thing.,FALSE,FALSE,TRUE,4,5,4,2,1
12,10,Caring Uncle Minpict,25 November 2021,2,Drink all this drink with your mouth open. Your mouth must be visibly open throughout. Fastest wins.,FALSE,FALSE,FALSE,3,5,4,2,1
12,10,Caring Uncle Minpict,25 November 2021,3,"Using your whole body to make individual characters, describe the Taskmaster. Your description must be a minimum of 20 characters long. Most vivid description wins.",FALSE,TRUE,FALSE,5,-,-,4,-
12,10,Caring Uncle Minpict,25 November 2021,4,Propose to Alex in the most irresistible way.,FALSE,FALSE,FALSE,4,4,5,5,3
12,10,Caring Uncle Minpict,25 November 2021,5,"One at a time, make a noise without the Taskmaster identifying you. The person who makes the most unidentifiable noises wins.",TRUE,FALSE,FALSE,3,3,5,5,3
12,10,Caring Uncle Minpict,25 November 2021,1,"Most beguiling, unwieldy, shiny thing.",FALSE,FALSE,TRUE,3,1,4,5,2
12,10,Caring Uncle Minpict,25 November 2021,2,"Put the egg in the egg cup in the most daring way. If the egg breaks, you are disqualified.",FALSE,FALSE,FALSE,5,2,DQ,3,4
12,10,Caring Uncle Minpict,25 November 2021,3,Drink all the vinegar.,FALSE,FALSE,FALSE,5,0,4,0,0
12,10,Caring Uncle Minpict,25 November 2021,4,"Choose a length for this pole, then guide it through the course. The person who completes the course with the longest pole wins. Every time your pole touches something other than your hands, 10cm will be taken from its length.",FALSE,FALSE,FALSE,5,1,4,3,2
12,10,Caring Uncle Minpict,25 November 2021,5,Choose a ball.,TRUE,FALSE,FALSE,4,2,3[1],1,5
13,1,The noise that blue makes,14 April 2022,1,"The thing that, if you found it in a skip, you would be most excited by.",FALSE,FALSE,TRUE,1,5,4,2,3
13,1,The noise that blue makes,14 April 2022,2,Find all 10 ducks. You must stay in the lab. Fastest wins.,FALSE,FALSE,FALSE,1,3,5,4,3
13,1,The noise that blue makes,14 April 2022,3,Create the best picture of the Taskmaster using only lipstick on your lips.,FALSE,FALSE,FALSE,3,4,5,1,3
13,1,The noise that blue makes,14 April 2022,4,Devise a duel and have the duel with Alex. Most exhilarating duel wins.,FALSE,FALSE,FALSE,2,3,4,1,5
13,1,The noise that blue makes,14 April 2022,5,"Count to 13 as a group, each player taking it in turns to say a number. Every time you say an odd number, you must also squat. Every time you say an even number, you must also jump. If you make a mistake, you are out. If you reach 13 or someone is eliminated, other rules will be introduced. If the Taskmaster thinks you have hesitated for too long, you will be eliminated.",TRUE,FALSE,FALSE,3,1,5,2,4
13,2,Birdy hand finger,21 April 2022,1,The object that you would most like to show to an alien.,FALSE,FALSE,TRUE,5,2,2,2,2
13,2,Birdy hand finger,21 April 2022,2,Either tie a ribbon round the maypole or strike it with a ping pong ball. You must be properly blindfolded at all times and must never step beyond the rope. Fastest wins.,FALSE,FALSE,FALSE,3,1,4,2,5
13,2,Birdy hand finger,21 April 2022,3,Reveal the coolest photo in your phone.,FALSE,FALSE,FALSE,1,5,4,3,2
13,2,Birdy hand finger,21 April 2022,4,Score a goal with each of the exercise balls. You may only move the exercise balls on the pitch when driving the buggy. Each person must score a goal using their own personal wheels to drive the buggy and no-one may score two goals in a row. Fastest hat-trick wins.,FALSE,TRUE,FALSE,5,3,5,3,3
13,2,Birdy hand finger,21 April 2022,5,Identify the object under your table and draw it on the canvas on the underside of your table. You must also write down three words to describe your object. Most accurate drawing wins. You must also stare menacingly at the Taskmaster at all times.,TRUE,FALSE,FALSE,1,5,3,4,1
13,3,I think I've got this,28 April 2022,1,The item that sounds funniest when you say its name over and over again.,FALSE,FALSE,TRUE,3,4,3,5,2
13,3,I think I've got this,28 April 2022,2,Accurately and emotionally recreate a great moment from history using these two traffic cones. Most accurate and emotional recreation wins.,FALSE,FALSE,FALSE,4,5,2,1,3
13,3,I think I've got this,28 April 2022,3,Make all of these things happen at the same time. The monsters must be squatting. The robot must be walking. The marble must be rolling. The cradle must be clicking. The sand must be falling. The fidget spinner must be spinning. The candles must be out. You must applaud when you think you've finished. Fastest wins.,FALSE,FALSE,FALSE,0,4,5,0,0
13,3,I think I've got this,28 April 2022,5,"Team Live:As a team, put one of your faces and one of your legs through the hole. The Taskmaster will guess whether the leg belongs to the face or the other contestant. Most wrong guesses after three rounds wins.",FALSE,FALSE,FALSE,2,6,2,6,6
13,4,Shoe Who,5 May 2022,1,Best night-time thing.,FALSE,FALSE,TRUE,5,4,2,1,3
13,4,Shoe Who,5 May 2022,2,Display the shoe Alex is thinking of. All the other shoes must be out of sight at the end of the attempt. You may only ask yes or no questions and you must say/do your given phrase/action after every answer. Fewest questions wins.,FALSE,FALSE,FALSE,2,1,5,4,3
13,4,Shoe Who,5 May 2022,3,"Give Alex the best stag minute. By the end of the stag minute, Alex must be ready to get married.",FALSE,TRUE,FALSE,5,4,5,4,4
13,4,Shoe Who,5 May 2022,4,Make a stirring speech for the Taskmaster out of this bunting. Longest speech that is deemed to be stirring by the Taskmaster wins. You may only use the letters currently on the bunting.,FALSE,FALSE,FALSE,1,2,4,5,3
13,4,Shoe Who,5 May 2022,5,"Taking it in turns, roll a tyre down the Knappett. You must roll from on the stage. If your tyre does not pass the line, you may not roll any further tyres. If both your dolls topple, you may not roll any further tyres. Last doll standing wins.",TRUE,FALSE,FALSE,4,5,1,2,3
13,5,Having a little chuckle,12 May 2022,1,Most surprising thing from their wardrobes.,FALSE,FALSE,TRUE,4,5,1,3,2
13,5,Having a little chuckle,12 May 2022,3,"Give Alex a high-five. The third-fastest high-fiver wins. If you are the first or the last, you will receive no points. You must high-five Alex within 10 minutes.",FALSE,FALSE,FALSE,4,0,4,0,5
13,5,Having a little chuckle,12 May 2022,4,"Make the water level rise to the top of the big fish tank. You have 15 minutes to gather six things, then you must put all six things in the big fish tank. You may not put anything in the big fish tank before the 15 minutes are up and if any water leaves the big fish tank at any point, you are disqualified. Closest water level to the top of the big fish tank wins. No fish tanks may leave this room.",FALSE,FALSE,FALSE,5,DQ,DQ,4,DQ
13,5,Having a little chuckle,12 May 2022,5,"Pop three red balls out of your hole. You may only pop out one ball at a time. If you pop out a black ball, you must stop popping out balls and scream for five seconds. If you pop out a white ball, everyone must stop popping out balls and dance like a worm for five seconds. If you pop out a duck, you are disqualified. Also, you must stare lovingly at the Taskmaster throughout the task. Fastest wins.",TRUE,FALSE,FALSE,3,5,2,1,4
13,6,The 75th question,19 May 2022,1,Most calming item.,FALSE,FALSE,TRUE,5,1,4,2,3
13,6,The 75th question,19 May 2022,2,Use the cement mixer for something other than mixing cement. Best use of a cement mixer other than mixing cement wins. Your time starts when Alex does an impression of you.,FALSE,FALSE,FALSE,1,2,5,3,1
13,6,The 75th question,19 May 2022,3,Record the highest number on this pedometer.,FALSE,FALSE,FALSE,2,5,4,1,3
13,6,The 75th question,19 May 2022,4,Hold a meeting with yourselves. There must be eight of you at the meeting. Most dramatic meeting moment wins.,FALSE,FALSE,FALSE,4,1,2,5,3
13,6,The 75th question,19 May 2022,5,"Correctly guess this person's first name. You must ask a yes or no question on your turn. If you take more than ten seconds to ask your question, you miss a go. The person who guesses correctly wins five points.",TRUE,FALSE,FALSE,0,0,0,0,5
13,7,Heg,26 May 2022,1,Nicest thing to put your finger in.,FALSE,FALSE,TRUE,5,3,3,3,4
13,7,Heg,26 May 2022,2,Show off. Biggest show-off wins.,FALSE,FALSE,FALSE,3,2,5,4,5
13,7,Heg,26 May 2022,3,"Deliver a cocktail to Greg. Your cocktail must have the following ingredients: three different liquids shaken and stirred, one piece of fruit, quite a bit of ice. Every ingredient must pass through a head pipe before entering the Taskmaster's glass. Fastest wins.",FALSE,TRUE,FALSE,2,5,2,5,5
13,7,Heg,26 May 2022,4,Sculpt the most beautiful sculpture. Your sculpture must weigh exactly 150g and be entirely edible.,FALSE,FALSE,FALSE,4,5,5,4,5
13,7,Heg,26 May 2022,5,"Build the tallest tower of toilet rolls in front of your spot. After 100 seconds, you will throw both of your shoes at the towers one at a time from the throwing spot. Whoever builds the tallest tower will throw first. Tallest toilet roll tower after all shoes are thrown wins.",TRUE,FALSE,FALSE,4,3,1,3,5
13,8,You tuper super,2 June 2022,1,Loveliest thing to hold above your head.,FALSE,FALSE,TRUE,1,5,3,2,5
13,8,You tuper super,2 June 2022,2,"Learn Swedish. You'll have a five-minute conversation with a Swedish person in 15 minutes from now. The phrasebook and tablet must remain in the caravan. Best demonstration of the Swedish language wins. Your time started when you first said ""Swedish"".",FALSE,FALSE,FALSE,5,4,1,2,3
13,8,You tuper super,2 June 2022,3,"Stick your tongue out as far as it will go and keep it out until further notice. Every time Alex blows his whistle, you must lick the lemon, then the sherbet, then the ice lolly. Every time Alex honks his horn, you must hold your tongue in front of the fan for five seconds. The tongue that sticks out for the longest time wins.",FALSE,FALSE,FALSE,2,3,4,1,5
13,8,You tuper super,2 June 2022,5,"Team Live:Write down five things that fit the category given by the Taskmaster. Your team will receive a point if both player write down the same thing. If someone from the other team writes the same word as you, that word must be wiped from the boards. The team with the most points wins. You have 30 seconds to write your things and must be silent and still throughout.",FALSE,FALSE,FALSE,5,3,5,3,3
13,9,It might be wind,9 June 2022,1,Best object with a handle.,FALSE,FALSE,TRUE,5,2,1,4,3
13,9,It might be wind,9 June 2022,2,Get the most surprising thing delivered to the Taskmaster house.,FALSE,FALSE,FALSE,2,4,5,4,2
13,9,It might be wind,9 June 2022,3,Make the longest cup snake and lie down next to it outside this building. You may only leave the building twice.,FALSE,FALSE,FALSE,2,1,4,5,3
13,9,It might be wind,9 June 2022,4,Poke a part of your body out of the shower curtain and waggle it about for 10 seconds. The Taskmaster will guess what part of the body it is. Biggest part of the body that the Taskmaster incorrectly identifies wins.,FALSE,FALSE,FALSE,0,0,5,4,5
13,9,It might be wind,9 June 2022,5,"Write down how many tin cans you think can fit in your bag. The highest predicted number fitted in a zipped-up bag within one minute wins. If you don't zip up your bag or fit your predicted number of tin cans in your bag, you will be disqualified.",TRUE,FALSE,FALSE,5,DQ,4,DQ,DQ
13,10,The House Queens,16 June 2022,1,Finest family heirloom.,FALSE,FALSE,TRUE,4,5,4,2,4
13,10,The House Queens,16 June 2022,2,Identify the liquids. Most accurately identified liquids wins.,FALSE,FALSE,FALSE,4,3,4,4,5
13,10,The House Queens,16 June 2022,3,"Get the most ducks in Alex's basket. You may only hold one duck at a time. If Alex rings his backwards bell, you must walk backwards until he honks his forwards horn. Alex will pedal as fast as he can unless you say one of the magic words. If you say a magic word, Alex will rest for 10 seconds. All the magic words are single-use magic words.",FALSE,FALSE,FALSE,3,DQ,5,DQ,4
13,10,The House Queens,16 June 2022,4,Record the best multi-track song about your team. You must record all six tracks with your voice or body and each person must record the same number of tracks. Most powerful multi-track song wins.,FALSE,TRUE,FALSE,3,5,3,5,5
13,10,The House Queens,16 June 2022,5,Draw a life-size self-portrait. Your nose must be poking through your nose hole at all times. Most accurate self-portrait wins.,TRUE,FALSE,FALSE,1,5,5,2,4
CoC2,1,The Alpine Darling,23 June 2022,1,"The thing that makes everyone go ""Wow, that really is the greatest thing"".",FALSE,FALSE,TRUE,5,2,3,1,4
CoC2,1,The Alpine Darling,23 June 2022,2,Feed yourself a grape in the most elaborate way.,FALSE,FALSE,FALSE,2,4,3,2,5
CoC2,1,The Alpine Darling,23 June 2022,3,"Cut holes in and create a scene on this board so that when you and Alex stick parts of your body through the holes, it looks wonderful.",FALSE,FALSE,FALSE,3,2,5,4,1
CoC2,1,The Alpine Darling,23 June 2022,4,Get this duck into that pond. The duck must be launched from behind this rope and you must stay behind this rope during its journey. You may not move the rope or the pond.,FALSE,FALSE,FALSE,1,4,3,5,2
CoC2,1,The Alpine Darling,23 June 2022,5,"Pack either five bricks or five balloons in your bag. One at a time, you must then walk across the stage and place your bag on the circle near the Taskmaster, who will guess whether you were packing bricks or balloons. if he guesses correctly, you are eliminated. If you deceive him, you qualify for another round.",TRUE,FALSE,FALSE,0,0,0,0,5
14,1,"The chassis, the wings",29 September 2022,1,Most jaw-dropping item.,FALSE,FALSE,TRUE,4,5,1,2,4
14,1,"The chassis, the wings",29 September 2022,2,What 10 films are you in?,FALSE,FALSE,FALSE,1,3,2,5,4
14,1,"The chassis, the wings",29 September 2022,3,Land loo roll in the loo. You must stay on the spot at all times.,FALSE,FALSE,FALSE,5,4,1,2,3
14,1,"The chassis, the wings",29 September 2022,4,Create the best picture of a bird on the black square. You may not step on or do anything to the black square. Alex will walk towards you every time you name a different bird. Alex will stop moving every time you name a different fish.,FALSE,TRUE,FALSE,2,2,2,5,5
14,1,"The chassis, the wings",29 September 2022,5,"Get the most weight on the seesaw without popping the balloon. Taking it in turns, you must place a single item of your additional clothing in the triangular basket. If you pop the balloon, you get zero points.",TRUE,FALSE,FALSE,5,3,5,0,2
14,2,Enormous hugeness,6 October 2022,1,Best thing you nearly keep throwing away but can't quite bring yourself to.,FALSE,FALSE,TRUE,5,3,1,4,3
14,2,Enormous hugeness,6 October 2022,2,"Print, laminate and distribute the most signs. Each of your signs must be placed on a different seat and all your signs must have a different instruction.",FALSE,FALSE,FALSE,5,4,1,2,3
14,2,Enormous hugeness,6 October 2022,3,Put five grapes in the little bowl. You must wear the flippers as gloves for the entire five minutes.,FALSE,FALSE,FALSE,5,0,3,4,2
14,2,Enormous hugeness,6 October 2022,4,"Sort the ducks and socks. Ducks go in the front bucket. Socks go in the back bucket. All ducks and socks must travel along both treadmills then fall directly into the correct bucket. If a duck or sock lands on the floor, you may not retrieve it.",FALSE,FALSE,FALSE,5,2,1,4,3
14,2,Enormous hugeness,6 October 2022,5,"Team Live:Make the Taskmaster say your words. Each team will ask one question at a time and each question must be made up of exactly six words. Also, each team member must take it in turns to say two words of each question.",FALSE,FALSE,FALSE,3,3,3,2,2
14,3,Dafty in the middle,13 October 2022,1,The thing that you most want on a Sunday morning.,FALSE,FALSE,TRUE,4,3,5,1,2
14,3,Dafty in the middle,13 October 2022,2,"Place half your hands on half your hips and leave them there until the second part of the task is over. Also, the hands that are on hips must only touch those hips until the second part of the task is over.",FALSE,TRUE,FALSE,0,0,0,5,5
14,3,Dafty in the middle,13 October 2022,3,Identify the ice cream flavours. You must find every flavour delicious.,FALSE,FALSE,FALSE,5,4,4,1,2
14,3,Dafty in the middle,13 October 2022,4,Catch something.,FALSE,FALSE,FALSE,5,4,2,1,3
14,3,Dafty in the middle,13 October 2022,5,"Predict whether an item will create a higher or lower number of decibels than the previous item. If you are wrong, you are out.",TRUE,FALSE,FALSE,3,3,4,3,5
14,4,Crumbs in my bralette,20 October 2022,1,Greatest addition to a garden.,FALSE,FALSE,TRUE,4,1,3,2,5
14,4,Crumbs in my bralette,20 October 2022,2,Turn on the bubble machine. You may not step off or move the doormat.,FALSE,FALSE,FALSE,4,3,2,1,5
14,4,Crumbs in my bralette,20 October 2022,3,"Get this tarpaulin completely in one of the containers. You have a maximum of five minutes and you must select your container before you touch the tarpaulin. Also, you must tidy everything up within those five minutes.",FALSE,FALSE,FALSE,4,3,2,1,5
14,4,Crumbs in my bralette,20 October 2022,4,Write down five wonderful words.,FALSE,FALSE,FALSE,2,4,4,2,5
14,4,Crumbs in my bralette,20 October 2022,5,"Throw your egg and your spoon the same distance. Both egg and spoon must cross the qualifying line. If either your egg or your spoon fall off the Knappett, you are disqualified. The most distanced egg and spoon each round are out. If your egg doesn't break, your distance is halved.",TRUE,FALSE,FALSE,5,4,1,3,2
14,5,Chip Biffington,27 October 2022,1,Most useless thing that you've bought that costs over £20.,FALSE,FALSE,TRUE,4,3,5,3,2
14,5,Chip Biffington,27 October 2022,2,Get the most pleasure from all of these rubber chutes.,FALSE,FALSE,FALSE,2,5,3,4,4
14,5,Chip Biffington,27 October 2022,3,Perform the best routine to this musical backing.,FALSE,TRUE,FALSE,5,5,5,4,4
14,5,Chip Biffington,27 October 2022,4,"Place one luggage trolley a certain distance away from the line. Then, starting behind the line, strike that trolley with another luggage trolley. If you strike the first luggage trolley with another luggage trolley, you may move the first luggage trolley further away. You may not move any unsuccessful luggage trolleys.",FALSE,FALSE,FALSE,3,1,5,4,2
14,5,Chip Biffington,27 October 2022,5,Team Live:One member of your team must write down 10 animals in two minutes.,FALSE,FALSE,FALSE,5,5,5,5,5
14,6,Long-legged lobster,3 November 2022,1,Best thing you've ever received in the post.,FALSE,FALSE,TRUE,2,1,3,4,5
14,6,Long-legged lobster,3 November 2022,2,"Within 30 seconds of opening this task, you must pick up both milk bottles and hold them directly above the microwaves. The clock stops when a milk bottle, hand or arm touches a microwave or is no longer directly above a microwave. Lowest number on the clock wins, but if the clock reaches zero, you are disqualified.",FALSE,FALSE,FALSE,1,2,4,3,5
14,6,Long-legged lobster,3 November 2022,3,"Get to the end of the lanes in exactly the same amount of time. That time must be under one minute. Also, you must mirror yourself during your attempts.",FALSE,FALSE,FALSE,2,1,4,3,5
14,6,Long-legged lobster,3 November 2022,4,"Strike the bullseye with your paint. You must only step on the stepping stones and you must step on all the stepping stones. Also, your hands must be below your waist at all times.",FALSE,FALSE,FALSE,DQ,DQ,DQ,DQ,DQ
14,6,Long-legged lobster,3 November 2022,5,Paint a picture of a unicorn using your head brush. You may not handle your head brush at any point.,TRUE,FALSE,FALSE,5,2,1,3,4
14,7,The system of endless plates,10 November 2022,1,The thing you would most like to have with you on a car journey.,FALSE,FALSE,TRUE,3,4,2,1,5
14,7,The system of endless plates,10 November 2022,2,"Choose a room and a weapon, then wait further instructions.",FALSE,FALSE,FALSE,4,0,5,0,0
14,7,The system of endless plates,10 November 2022,3,"Get this feather into the bath. You must not touch the feather and the feather must not touch the ground. After the feather has left its cushion, it must not touch a single thing for more than five seconds in total. The cushion must not leave the lab. If you make any mistake at all, Alex will blow his whistle and you must start all over again. Finally, you must not say any words at any point from now on.",FALSE,TRUE,FALSE,5,5,5,2,2
14,7,The system of endless plates,10 November 2022,4,Make an exercise ball touch Bernard. Bernard can't move. You may launch an exercise ball from behind the line and may not touch any balls after each launch.,FALSE,FALSE,FALSE,4,2,5,DQ,3
14,7,The system of endless plates,10 November 2022,5,"Blow an item the furthest on the Knappett. If your item falls from the Knappett, you are disqualified. The person who blows something the least far each round is eliminated unless someone is disqualified. You must all select your blowers and items for each round before any blowing commences and you must not use the same blower or item twice.",TRUE,FALSE,FALSE,5,5,1,5,5
14,8,The one that bats do,17 November 2022,1,Best fancy dress.,FALSE,FALSE,TRUE,3,5,1,3,2
14,8,The one that bats do,17 November 2022,2,Come up with a secret language that doesn't use words.,FALSE,TRUE,FALSE,0,0,0,5,5
14,8,The one that bats do,17 November 2022,3,Pin an alluring tail on the alluring animal while blindfolded.,FALSE,FALSE,FALSE,4,1,3,5,2
14,8,The one that bats do,17 November 2022,4,Find the back of your hand.,FALSE,FALSE,FALSE,0,4,0,5,5
14,8,The one that bats do,17 November 2022,5,Team Live:Guess the fully-extended length of the extendable item.,FALSE,FALSE,FALSE,2,2,2,3,3
14,9,A new business end,24 November 2022,1,Most underestimated item.,FALSE,FALSE,TRUE,3,3,2,1,3
14,9,A new business end,24 November 2022,2,"Snort, then blow a raspberry, then whistle, then repeat that sequence for one minute.",FALSE,FALSE,FALSE,3,2,2,5,4
14,9,A new business end,24 November 2022,3,Write a one-minute one-person play.,FALSE,FALSE,FALSE,4,5,5,1,5
14,9,A new business end,24 November 2022,4,Choose one item from each plinth and bring them into the lab.,FALSE,FALSE,FALSE,2,5,4,3,1
14,9,A new business end,24 November 2022,5,Tie your towel as tightly as possible around your body.,TRUE,FALSE,FALSE,5,3,2,4,2
14,10,Did I meet these potatoes before?,1 December 2022,1,The thing of yours that the Taskmaster would most like to own.,FALSE,FALSE,TRUE,2,1,3,1,1
14,10,Did I meet these potatoes before?,1 December 2022,3,Eat the grape. You must not damage the caravan or climb out the window.,FALSE,FALSE,FALSE,5,3,1,2,4
14,10,Did I meet these potatoes before?,1 December 2022,4,Sculpt your team. Only one person may look at the clay and that person may not touch the clay.,FALSE,TRUE,FALSE,3,3,3,5,5
14,10,Did I meet these potatoes before?,1 December 2022,5,"Land a balloon nearest the Taskmaster. You must stay on your spot at all times. If you strike the Taskmaster with a balloon, you're disqualified.",TRUE,FALSE,FALSE,5,DQ,2,4,3
14,10,Did I meet these potatoes before?,1 December 2022,1,The thing which Greg would be most surprised that you own.,FALSE,FALSE,TRUE,3,4,1,5,2
14,10,Did I meet these potatoes before?,1 December 2022,2,Count all the dots on this card. You may not touch or mark the card. You must answer the door and obey the instructions every time the doorbell rings.,FALSE,FALSE,FALSE,3,4,5,2,1
14,10,Did I meet these potatoes before?,1 December 2022,3,Recreate the picture that Alex is holding. Your face must not move from this position. Alex will show you the picture for five seconds when you've finished reading the task and then for a further three seconds every time you land a ball in the bucket.,FALSE,FALSE,FALSE,2,1,4,3,4
14,10,Did I meet these potatoes before?,1 December 2022,4,Put the most carp pellets in the fishbowl. You must not bend at the waist or knees at any point.,FALSE,FALSE,FALSE,1,2,3,5,4
14,10,Did I meet these potatoes before?,1 December 2022,5,"Obey Greg's instructions. You must only obey the instructions which start with ""Greg says"".",TRUE,FALSE,FALSE,5,3,1,5,3
15,1,The curse of politeness,30 March 2023,1,Most dependable thing that weighs about 1kg.,FALSE,FALSE,TRUE,3,1,2,4,5
15,1,The curse of politeness,30 March 2023,2,"Have the best first dance at a wedding with Alex. You can choose whatever music you want, but must be wearing these headphones throughout. Your first dance must last no more than a minute.",FALSE,FALSE,FALSE,1,2,3,5,4
15,1,The curse of politeness,30 March 2023,3,Completely unwind this ball of string. Your time started when you said Alex's name.,FALSE,FALSE,FALSE,1,2,4,3,5
15,1,The curse of politeness,30 March 2023,4,Get all the rubber rings on your bargepole. You may not touch the bargepole or rubber rings at any point.,FALSE,FALSE,FALSE,2,4,2,3,5
15,1,The curse of politeness,30 March 2023,5,"Throw your items into your bucket. You must select one item when Alex blows his whistle. You must then throw that item when Alex blows his whistle again. If your bucket falls, you are disqualified. You must stay on your spot and you must not move your spot.",TRUE,FALSE,FALSE,5,DQ,5,DQ,DQ
15,2,Trapped in a loveless marriage,6 April 2023,1,"The object which, whenever you look at it, makes you feel the weirdest.",FALSE,FALSE,TRUE,4,3,1,5,1
15,2,Trapped in a loveless marriage,6 April 2023,2,Compose a solo for this musician. The solo must be original and less than 30 seconds long.,FALSE,FALSE,FALSE,4,5,5,5,4
15,2,Trapped in a loveless marriage,6 April 2023,3,"Build the highest bridge over the middle of the red green and balance the potato on the middle of the bridge. The potato may not be anchored in any way. If anything touches the red green, you must put everything back where you found it, tut and go back to the drawing board.",FALSE,TRUE,FALSE,5,5,3,3,3
15,2,Trapped in a loveless marriage,6 April 2023,4,Achieve the most impressive effect with a single breath.,FALSE,FALSE,FALSE,3,1,1,1,4
15,2,Trapped in a loveless marriage,6 April 2023,5,"Create a recognisable picture of an animal on the back of your t-shirt using the equipment provided. You must stay on your spot, and you must not move your spot. If you create the same animal as someone else, you will both be disqualified.",TRUE,FALSE,FALSE,DQ,3,5,DQ,4
15,3,I love to squander promise,13 April 2023,1,Most heroic thing.,FALSE,FALSE,TRUE,3,4,5,1,2
15,3,I love to squander promise,13 April 2023,2,"Exit the caravan exactly 20 minutes after you entered the caravan. Also, to complete the task, you must write down and say 40 words. Each word must either be the same length or shorter than the previous word.",FALSE,FALSE,FALSE,4,5,3,DQ,DQ
15,3,I love to squander promise,13 April 2023,3,Catch the potatoes in the potato hat. You must be sitting on the catching stool wearing your potato hat and you must not touch anything at any point. Anything in your hat that is not a potato will be subtracted from your potato total.,FALSE,FALSE,FALSE,1,2,4,3,5
15,3,I love to squander promise,13 April 2023,4,"Choreograph the most elaborate and enthralling fight scene, then perform it in slow motion. Your fight scene must take five minutes and will then be sped up so that it lasts one minute.",FALSE,TRUE,FALSE,5,5,4,4,4
15,3,I love to squander promise,13 April 2023,5,Know the most facts about sausages.,TRUE,FALSE,FALSE,3,5,4,1,3
15,4,How heavy is the water?,20 April 2023,1,Most fun thing to wear on your head that you aren't supposed to wear on your head.,FALSE,FALSE,TRUE,5,1,4,3,2
15,4,How heavy is the water?,20 April 2023,2,Strike the most drum skins and cymbals with a single throw of a bouncy ball.,FALSE,FALSE,FALSE,4,1,3,2,5
15,4,How heavy is the water?,20 April 2023,3,"Make the fastest egg boat. Your egg boat must look like a boat and transport an egg. If your egg boat sinks or loses its egg, you are disqualified. Also, all your materials must start with the same letter and you can't order anything boaty.",FALSE,FALSE,FALSE,DQ,3,4,5,2
15,4,How heavy is the water?,20 April 2023,4,Complete a line or four corners.,FALSE,FALSE,FALSE,3[1],2,4[1],3,1
15,4,How heavy is the water?,20 April 2023,5,"Pour your sand into the other bottle. You must pour your sand from at least a foot above your other bottle. If there is a break in your sand stream, you are disqualified.",TRUE,FALSE,FALSE,DQ,DQ,DQ,DQ,DQ
15,5,Old Honkfoot,27 April 2023,1,Luckiest thing.,FALSE,FALSE,TRUE,3,3,2,5,4
15,5,Old Honkfoot,27 April 2023,2,Fake something.,FALSE,FALSE,FALSE,5,4,2,2,4
15,5,Old Honkfoot,27 April 2023,3,"Play the instrument indicated by the light. Each time you play an instrument correctly, another will be added to the sequence until you make a mistake.",FALSE,FALSE,FALSE,5,2,3,2,5
15,5,Old Honkfoot,27 April 2023,4,"Salvage the most spoons. You may not leave the lab and all spoons must be salvaged with a magnet. Your salvager must not remove their headwear. Also, from now on, you must speak in a very high-pitched voice.",FALSE,TRUE,FALSE,DQ,DQ,5,5,5
15,5,Old Honkfoot,27 April 2023,5,"Team Live:Stuff all these things in your teammate's outfit. If you're wearing a special outfit, you must stay on your spot with your hands on your head at all times.",FALSE,FALSE,FALSE,0,0,5,5,5
15,6,It's my milk now,4 May 2023,1,Best thing to play about with in your bathroom.,FALSE,FALSE,TRUE,5,3,1,4,2
15,6,It's my milk now,4 May 2023,2,"Invent an imaginary companion, then complete a domestic task with your imaginary companion. Your imaginary companion must either be much taller or much littler than you.",FALSE,FALSE,FALSE,5,4,2,3,4
15,6,It's my milk now,4 May 2023,3,Efficiently shell an egg. You may not touch any part of any egg with your hands and you may only break the shell of one of the eggs.,FALSE,FALSE,FALSE,1,3,2,4,5
15,6,It's my milk now,4 May 2023,4,"Bash the big bell with the bowling ball. Fastest gets five points. Slowest gets four points. Nobody else gets any points. You must stay off the grass unless you are wearing gold shoes. If anything other than the bowling ball or gold shoes touches the grass, you are disqualified.",FALSE,FALSE,FALSE,4,DQ,DQ,DQ,5
